Timestamp,RPM(rpm),Speed(km/h),CoolantTemp(C),IntakeTemp(C),MAP(kPa),BaroPressure(kPa),BoostPressure(bar),ThrottlePos(%),STFT(%),LTFT(%),MAF(g/s),O2_B1S1(V),O2_B1S2(V),TimingAdvance(deg),Voltage(V),EngineLoad(%),FuelStatus,AmbAirTemp(C),TFT(C)
2026-08-08 18:55:36.817,680.25,0.0,86.0,34.0,17.0,99.0,-0.82,23.92,-0.78,-20.31,1.95,0.09,0.75,5.0,13.5,17.25,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:38.809,686.5,0.0,85.0,34.0,17.0,99.0,-0.82,23.53,3.12,-20.31,1.95,0.14,0.72,4.0,13.4,17.25,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:40.503,674.0,0.0,86.0,34.0,18.0,99.0,-0.81,23.53,-0.78,-20.31,1.96,0.1,0.75,6.5,13.5,17.25,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:42.199,681.25,0.0,86.0,34.0,18.0,99.0,-0.81,23.53,2.34,-20.31,1.95,0.09,0.73,3.5,13.4,17.25,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:43.894,684.5,0.0,86.0,34.0,17.0,99.0,-0.82,23.92,-0.78,-20.31,1.95,0.3,0.74,7.0,13.4,17.65,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:45.588,683.5,0.0,86.0,34.0,17.0,99.0,-0.82,23.53,2.34,-20.31,1.94,0.09,0.74,6.0,13.3,17.25,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:47.297,687.5,0.0,86.0,34.0,17.0,99.0,-0.82,23.92,0.0,-20.31,1.96,0.74,0.74,2.5,13.3,17.65,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:48.986,683.5,0.0,86.0,34.0,22.0,99.0,-0.77,26.27,-0.78,-17.19,2.66,0.07,0.75,-3.0,13.4,23.53,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:50.686,731.25,0.0,86.0,34.0,24.0,99.0,-0.75,27.45,3.12,-19.53,3.17,0.07,0.64,-7.0,13.4,25.88,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
2026-08-08 18:55:52.372,787.25,0.0,86.0,34.0,19.0,99.0,-0.8,26.27,5.47,-20.31,2.6,0.74,0.6,1.0,13.5,21.57,"Closed loop, using oxygen sensor feedback to determine fuel mix/",31.0,44
