Timestamp,RPM(rpm),Speed(km/h),CoolantTemp(C),IntakeTemp(C),MAP(kPa),BaroPressure(kPa),BoostPressure(bar),ThrottlePos(%),STFT(%),LTFT(%),MAF(g/s),O2_B1S1(V),O2_B1S2(V),TimingAdvance(deg),Voltage(V),EngineLoad(%),FuelStatus,AmbAirTemp(C),TFT(C)
2026-08-08 19:13:28.127,0.0,0.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.2,0.0,N/A,31.0,46
2026-08-08 19:13:30.113,0.0,0.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:13:31.842,0.0,0.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:13:33.541,0.0,255.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,78
2026-08-08 19:13:35.236,0.0,255.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,78
2026-08-08 19:13:36.930,0.0,255.0,78.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,78
2026-08-08 19:13:38.639,0.0,255.0,78.0,40.0,59.0,,-0.42,,,,,,,,12.2,,N/A,,
2026-08-08 19:13:42.438,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:13:47.309,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:13:52.179,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:13:57.051,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:01.923,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:06.792,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:11.665,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:16.535,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:21.408,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:26.281,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:31.146,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:36.019,,,,,,,,,,,,,,,12.3,,N/A,,
2026-08-08 19:14:40.889,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:45.763,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:50.632,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:14:55.504,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:00.374,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:05.245,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:10.117,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:14.987,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:19.858,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:24.728,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:29.599,,,,,,,,,,,,,,,12.3,,N/A,,
2026-08-08 19:15:34.469,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:15:39.343,,,76.0,40.0,58.0,99.0,-0.41,32.16,-100.0,-3.91,0.0,1.27,1.27,0.0,12.2,0.0,N/A,31.0,46
2026-08-08 19:15:41.591,0.0,0.0,77.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.2,0.0,N/A,31.0,46
2026-08-08 19:15:43.287,0.0,0.0,77.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:44.996,0.0,0.0,77.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:46.704,0.0,0.0,77.0,40.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.2,0.0,N/A,31.0,46
2026-08-08 19:15:48.397,0.0,0.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:50.093,0.0,0.0,77.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:51.799,0.0,0.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:53.538,0.0,0.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,46
2026-08-08 19:15:55.232,0.0,255.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,77
2026-08-08 19:15:56.925,0.0,255.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,77
2026-08-08 19:15:58.617,0.0,255.0,77.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,1.27,0.0,12.1,0.0,N/A,31.0,77
2026-08-08 19:16:00.310,0.0,255.0,76.0,41.0,59.0,99.0,-0.4,32.16,-100.0,-4.69,0.0,1.27,,,12.1,,N/A,,
2026-08-08 19:16:03.059,,,,,,,,,,,,,,,12.1,,N/A,,
2026-08-08 19:16:07.945,,,,,,,,,,,,,,,12.1,,N/A,,
2026-08-08 19:16:12.816,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:17.688,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:22.559,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:27.426,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:32.298,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:37.171,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:42.042,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:46.913,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:51.784,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:16:56.656,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:01.526,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:06.398,,,,,,,,,,,,,,,12.3,,N/A,,
2026-08-08 19:17:11.269,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:16.141,,,,,,,,,,,,,,,12.3,,N/A,,
2026-08-08 19:17:21.009,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:25.883,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:30.754,,,,,,,,,,,,,,,12.3,,N/A,,
2026-08-08 19:17:35.625,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:40.496,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:45.367,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:50.239,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:55.108,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:17:59.981,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:04.853,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:09.724,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:14.594,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:19.475,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:24.355,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:29.224,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:34.097,,,,,,,,,,,,,,,12.2,,N/A,,
2026-08-08 19:18:38.966,,,,,,,,,,,,,,,12.3,,N/A,,
